Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,Neighborhood,SalePrice
488,6,1087,1969,1979,2008,637.0,718,369,2,0,4,6,1,238.0,14567,350,250,160,Blueste,154863
489,10,2176,2002,2017,2008,1906.0,1290,886,2,1,4,7,2,462.0,5195,240,180,50,Veenker,421687
490,9,1834,2004,2019,2008,1752.0,996,838,2,0,2,5,2,428.0,10612,400,250,140,NPkVill,334701
491,7,1513,2001,2011,2007,1175.0,1090,423,2,1,4,7,2,462.0,8742,360,270,0,BrDale,233279
492,7,2188,1973,1998,2008,1670.0,1488,700,2,0,2,5,2,,11441,370,170,120,Veenker,316138
493,6,1459,1982,1987,2008,,1016,443,2,0,3,6,2,444.0,4200,110,140,150,Veenker,229511
494,5,1099,1910,1925,2007,552.0,552,547,1,0,4,6,2,446.0,18889,360,20,10,IDOTRR,125504
495,7,1464,1931,1931,2007,1403.0,1139,325,2,0,2,4,2,471.0,19585,360,160,180,StoneBr,267072
496,6,1629,1968,1973,2010,975.0,846,783,1,1,3,6,1,239.0,14839,300,0,10,SawyerW,212604
497,7,1572,1955,1960,2009,1559.0,958,614,2,1,2,5,2,416.0,17334,170,10,110,Blmngtn,264177
498,4,812,2008,2008,2006,704.0,504,308,3,1,3,6,2,452.0,12584,250,290,110,Crawfor,131503
499,10,2183,1901,1916,2006,1936.0,1092,1091,2,0,4,8,1,230.0,4662,50,180,70,Somerst,393842
500,10,1866,1919,1934,2008,1545.0,1211,655,2,1,2,6,3,620.0,9806,80,280,110,Blmngtn,357814
501,8,2074,1980,1990,2010,1526.0,1505,569,1,0,2,5,2,398.0,14637,100,80,100,ClearCr,323593
502,7,1766,1990,1990,2008,1387.0,1319,447,2,1,3,7,2,477.0,3637,300,70,10,SawyerW,281248
503,6,1310,2008,2033,2006,685.0,1000,310,2,1,4,7,2,469.0,17914,450,110,0,NridgHt,257889
504,8,1956,1944,1964,2007,1588.0,1264,692,2,0,2,5,1,292.0,7448,10,260,30,BrDale,261258
505,8,1713,1958,1983,2009,1392.0,1180,533,1,0,3,7,1,250.0,16193,280,260,80,Blmngtn,288656
506,5,1420,1901,1926,2010,1342.0,743,677,2,0,4,8,2,482.0,17599,450,140,60,NridgHt,237414
507,9,1946,1978,1978,2007,1465.0,1257,689,2,1,2,6,1,221.0,17710,410,240,90,Crawfor,326980
508,8,1530,1887,1902,2009,824.0,836,694,2,1,3,5,1,192.0,19689,40,220,190,BrDale,212976
509,10,1871,1896,1901,2010,1221.0,1142,729,2,0,4,6,3,627.0,5069,220,60,130,MeadowV,319645
510,8,1905,1896,1896,2010,1576.0,1140,765,3,0,3,6,2,443.0,14477,350,200,0,CollgCr,315282
511,7,1483,1969,1979,2006,918.0,929,554,1,0,4,7,0,60.0,13120,60,150,40,Mitchel,221266
512,6,1319,1960,1960,2007,844.0,885,434,1,1,2,4,2,488.0,1956,120,60,120,Veenker,231840
513,10,1808,1957,1967,2010,1645.0,1393,415,2,0,4,8,2,459.0,18332,410,190,50,Blmngtn,342500
514,9,1934,1885,1910,2010,1532.0,1195,739,1,0,4,7,2,517.0,1567,90,200,160,BrkSide,298863
515,3,1362,1989,2009,2009,1027.0,1081,281,2,0,2,5,0,53.0,3362,350,110,140,Timber,171712
516,2,586,1893,1893,2006,386.0,426,160,2,1,2,5,2,453.0,19686,150,160,60,Mitchel,82710
517,6,1404,1951,1961,2008,1215.0,917,487,2,0,5,8,1,260.0,14254,140,100,70,OldTown,210727
518,8,1982,1933,1933,2006,1276.0,1373,609,1,1,3,5,2,461.0,13123,420,30,10,NoRidge,332833
519,10,1984,1906,1926,2008,1723.0,1052,932,3,0,3,7,2,460.0,9054,180,180,170,Sawyer,361229
520,5,1340,1892,1917,2007,716.0,1009,331,1,0,3,6,0,13.0,9819,200,10,60,NWAmes,163612
521,7,1337,1939,1939,2007,1246.0,902,435,2,0,4,6,2,475.0,7395,340,10,190,Timber,249758
522,6,1485,1885,1885,2010,1113.0,1181,304,2,0,4,8,2,525.0,14520,140,230,150,NPkVill,218141
523,10,1962,1937,1947,2007,1411.0,1355,607,2,0,2,6,2,,13702,470,160,180,SWISU,342602
524,9,2047,1928,1948,2010,1648.0,1535,512,2,0,3,7,2,448.0,7015,130,230,80,Sawyer,318617
525,9,2087,1905,1915,2006,1694.0,1544,543,1,1,4,8,2,408.0,1867,280,80,110,BrkSide,296505
526,7,2067,1926,1936,2007,1169.0,1247,820,2,0,4,7,3,672.0,17140,40,210,130,Somerst,292695
527,6,1515,1884,1884,2006,1330.0,875,640,1,0,3,7,0,72.0,16961,480,0,60,Timber,202389
528,6,1465,1899,1919,2006,934.0,921,544,1,1,5,7,3,604.0,16397,170,90,10,Timber,210756
529,3,988,1938,1938,2007,941.0,632,356,2,1,4,8,0,10.0,1558,0,270,160,Gilbert,131466
530,9,1779,1896,1906,2006,1616.0,1017,762,2,1,3,6,2,387.0,9794,260,220,100,BrDale,290359
531,8,1767,1893,1908,2007,1189.0,1357,410,2,1,4,6,2,497.0,6007,260,140,170,SWISU,262554
532,10,1940,1892,1892,2007,1753.0,1285,655,2,0,3,6,1,224.0,18669,240,200,110,Crawfor,353421
533,10,2033,2007,2007,2007,1378.0,1613,420,3,1,2,5,1,245.0,16252,400,140,20,Crawfor,390120
534,7,1813,1923,1933,2008,998.0,1347,466,3,0,3,6,2,439.0,16975,200,240,130,Edwards,239914
535,8,1498,1998,2023,2006,1469.0,998,500,2,0,4,6,3,679.0,13637,130,220,140,BrkSide,276818
536,10,2227,1898,1908,2009,,1746,481,1,0,5,9,2,469.0,15834,190,200,180,BrDale,337423
537,9,2113,1942,1942,2007,1538.0,1376,737,2,0,3,5,2,468.0,16614,270,280,90,NridgHt,403568
538,5,1226,1960,1960,2006,856.0,939,287,1,0,3,6,2,425.0,17535,200,10,80,BrDale,147494
539,7,1125,1979,1994,2010,745.0,683,442,2,0,3,7,2,470.0,6201,220,130,90,SawyerW,208969
540,4,978,2001,2026,2007,968.0,600,378,2,0,4,7,2,477.0,8917,100,30,190,Timber,144923
541,10,2259,1923,1923,2007,1281.0,1412,847,2,0,4,7,2,469.0,11058,10,170,30,NAmes,375434
542,7,1545,1983,2008,2009,1015.0,1025,520,2,0,3,5,1,211.0,12557,190,80,180,ClearCr,243340
543,5,1050,1940,1950,2008,779.0,699,351,1,0,3,6,2,,10714,230,10,90,OldTown,135569
544,8,1599,2004,2004,2008,1181.0,1037,562,2,0,3,7,1,302.0,12822,240,10,160,StoneBr,307623
545,7,1718,1950,1970,2007,1263.0,1016,702,2,0,3,7,1,308.0,17386,360,170,110,BrkSide,242302
546,6,1509,1986,2001,2006,887.0,1174,335,2,1,3,7,0,47.0,12536,210,160,0,SWISU,211365
547,4,1052,1929,1949,2010,602.0,711,341,2,0,4,6,3,647.0,15560,230,80,100,SawyerW,151808
548,8,1626,1944,1959,2010,1020.0,1011,615,2,1,2,5,3,654.0,19373,140,70,120,BrDale,265084
549,7,1471,1978,1978,2006,1408.0,1022,449,2,1,3,5,1,267.0,15107,110,10,0,NWAmes,232108
550,8,1515,1911,1916,2007,843.0,1106,409,2,0,3,6,1,206.0,3834,450,10,0,Gilbert,241745
551,7,1873,1937,1952,2010,,1476,397,1,1,3,6,1,256.0,17596,300,40,150,BrkSide,248520
552,9,1785,2007,2012,2008,1568.0,1160,625,1,0,3,6,2,419.0,1702,420,110,60,Sawyer,318401
553,7,1793,1991,2011,2006,1622.0,956,837,2,0,3,6,1,,1730,300,280,90,CollgCr,294580
554,7,1854,1947,1962,2009,1748.0,1172,682,1,1,3,6,3,623.0,12820,290,290,150,Somerst,269929
555,9,2049,1919,1919,2007,1293.0,1318,731,2,0,4,7,1,230.0,13183,400,270,0,NWAmes,306249
556,6,1313,1969,1969,2006,803.0,1009,304,2,1,3,7,1,255.0,4462,190,150,80,NAmes,187482
557,5,1330,1907,1907,2010,974.0,822,508,3,1,4,7,1,231.0,3827,70,130,50,ClearCr,159308
558,2,795,1975,1975,2007,502.0,624,171,3,0,3,7,3,617.0,4284,430,190,140,SawyerW,126370
559,8,1519,1910,1910,2008,1317.0,980,539,1,0,3,7,3,693.0,14985,290,10,30,Sawyer,244361
560,7,1614,1882,1882,2007,1320.0,1278,336,3,0,3,6,2,417.0,2303,340,230,140,SWISU,226046
561,8,1464,1903,1903,2007,1372.0,735,729,2,0,5,7,2,380.0,14053,200,70,90,StoneBr,281139
562,5,1487,1894,1909,2008,805.0,1144,343,2,0,3,5,1,,16082,460,280,150,SawyerW,181076
563,5,1157,1924,1944,2008,1107.0,901,256,1,1,3,6,1,241.0,12593,390,30,120,NWAmes,136477
564,2,840,1887,1887,2007,543.0,662,178,2,0,4,7,2,449.0,7896,270,290,180,Edwards,72819
565,6,1456,1950,1950,2008,1085.0,733,723,1,0,2,6,2,454.0,16310,380,190,190,CollgCr,217419
566,7,1498,1987,1992,2006,1077.0,826,672,2,0,4,8,2,488.0,18059,160,80,30,MeadowV,215482
567,6,1517,1994,2014,2008,1335.0,1056,461,1,1,2,4,2,505.0,11136,110,190,190,SawyerW,224007
568,7,1455,1982,1987,2008,1033.0,738,717,2,0,3,7,2,457.0,16806,490,250,150,ClearCr,257668
569,9,2024,2004,2004,2007,1966.0,1050,974,2,0,2,5,1,,13695,170,260,100,OldTown,345522
570,6,1130,1936,1946,2006,1074.0,639,491,1,1,4,8,2,454.0,7191,460,240,140,BrDale,146162
571,7,1575,1909,1909,2009,,1029,546,1,0,3,5,2,467.0,5032,270,180,100,MeadowV,196533
572,8,2087,1993,1993,2009,1117.0,1385,702,2,0,3,5,0,80.0,17723,20,10,100,MeadowV,273139
573,6,1199,1996,2006,2010,1111.0,611,588,1,1,2,5,2,454.0,19427,140,150,20,Veenker,229065
574,7,1414,1939,1954,2008,1259.0,779,635,2,1,3,7,3,633.0,11846,150,100,160,MeadowV,186472
575,9,1952,1977,1977,2008,1077.0,1268,684,2,0,4,7,2,422.0,14982,210,70,40,MeadowV,302003
576,10,2035,2005,2010,2006,1126.0,1380,655,2,0,3,5,2,446.0,6956,480,110,120,Timber,377423
577,5,1320,1973,1973,2009,726.0,718,602,2,1,3,7,1,204.0,4913,300,20,90,StoneBr,226800
578,9,1947,2001,2011,2010,984.0,1206,741,1,0,3,7,2,461.0,8585,300,120,40,SWISU,323913
579,7,1676,1987,1987,2006,1297.0,1292,384,2,1,3,5,2,455.0,10832,0,10,110,ClearCr,248102
580,6,1621,1883,1883,2008,1599.0,1296,325,1,0,2,6,2,455.0,6307,100,120,70,SawyerW,233019
581,7,1631,1972,1977,2009,1173.0,1298,333,3,0,2,5,1,271.0,8886,50,260,110,Blueste,217034
582,10,1951,1885,1885,2010,1503.0,1491,460,2,0,4,7,3,693.0,3440,220,70,150,NoRidge,397487
583,7,1684,1911,1911,2007,1657.0,1041,643,2,1,5,8,2,447.0,2156,80,140,10,MeadowV,238584
584,6,1779,1985,1985,2009,,1255,524,1,1,3,6,2,452.0,4003,150,230,20,NPkVill,259062
585,7,1523,1894,1909,2010,1415.0,951,572,2,1,4,7,2,438.0,18542,370,200,170,SWISU,228168
586,5,1055,2001,2026,2006,815.0,732,323,2,1,2,5,1,266.0,12530,430,80,160,BrkSide,139226
587,4,1321,1975,1985,2007,1036.0,783,538,2,0,3,6,2,449.0,14638,180,100,10,BrkSide,147899
588,4,1075,1885,1885,2010,721.0,733,342,2,0,3,7,2,484.0,16101,440,210,110,Crawfor,154942
589,4,665,1991,1991,2010,519.0,436,229,2,1,3,7,2,484.0,17146,120,200,160,Sawyer,127145
590,5,1419,1999,2019,2008,761.0,719,700,1,1,3,6,1,259.0,12145,310,270,50,IDOTRR,158058
591,5,1142,2002,2002,2009,1007.0,841,301,2,1,4,6,2,447.0,16128,350,20,160,StoneBr,215866
592,7,1531,1946,1966,2008,983.0,770,761,2,1,4,7,2,441.0,7998,80,60,10,Blueste,242599
593,5,1316,1985,1990,2007,1242.0,773,543,2,0,2,6,3,664.0,15289,450,130,70,Sawyer,201448
594,6,1438,1922,1922,2010,983.0,721,717,2,0,3,6,1,264.0,13695,450,140,130,Blueste,185858
595,9,1991,1975,1975,2008,1137.0,1220,771,1,1,5,8,2,441.0,17994,480,80,50,NoRidge,352804
596,7,1462,1960,1985,2009,1239.0,758,704,2,0,3,6,2,458.0,3218,360,190,80,NPkVill,228344
597,8,1802,1920,1920,2007,1049.0,1394,408,2,0,3,6,3,626.0,1625,300,100,0,SWISU,286180
598,5,1198,1914,1914,2006,1050.0,748,450,1,1,3,6,2,463.0,17546,300,60,40,Blueste,146535
599,5,1397,1901,1906,2008,1374.0,891,506,2,0,3,7,3,629.0,7417,180,110,60,BrDale,166460
600,3,1073,1991,2001,2007,954.0,649,424,2,1,2,5,3,673.0,11894,10,180,80,Veenker,181562
601,5,1062,1890,1895,2006,542.0,730,332,2,0,4,7,1,240.0,19488,440,260,130,Edwards,125067
602,6,1617,1882,1882,2008,1293.0,1189,428,2,1,4,7,2,500.0,9090,310,170,80,ClearCr,224693
603,5,1142,1939,1949,2007,968.0,793,349,2,1,3,7,2,451.0,3582,420,120,30,Mitchel,161731
604,4,1261,1955,1960,2007,1150.0,913,348,1,1,4,7,1,257.0,13634,330,100,190,Somerst,162092
605,4,1173,1966,1991,2008,619.0,905,268,2,0,3,6,1,208.0,16558,0,0,140,OldTown,125006
606,7,1917,1893,1918,2007,1418.0,1455,462,2,0,2,5,1,292.0,15801,200,50,30,NWAmes,267927
607,5,1205,1897,1902,2010,925.0,846,359,2,0,4,8,2,448.0,6593,20,200,20,Blmngtn,168820
608,6,1330,1992,2002,2008,777.0,750,580,2,0,3,5,2,502.0,1784,260,10,130,SWISU,201257
609,7,1546,1952,1952,2007,1022.0,1068,478,2,1,3,6,3,651.0,7066,430,120,80,Blmngtn,238383
610,8,1639,1902,1907,2006,1180.0,1068,571,1,0,3,7,2,443.0,12257,60,120,180,MeadowV,238268
611,3,1109,1962,1972,2006,1016.0,793,316,1,0,5,9,2,434.0,9718,320,180,50,MeadowV,117484
612,8,1376,2004,2019,2010,1327.0,1031,345,2,0,4,7,2,469.0,5472,80,80,20,BrDale,250183
613,7,1339,1948,1973,2008,1090.0,967,372,2,1,4,8,2,465.0,15179,290,180,170,IDOTRR,207561
614,4,886,1926,1941,2007,617.0,668,218,2,0,2,5,2,409.0,13073,170,220,150,NAmes,122452
615,9,2040,1995,1995,2007,1279.0,1059,981,2,1,4,7,1,232.0,5613,250,0,20,Somerst,323038
616,9,2192,1909,1919,2006,2172.0,1116,1076,2,1,3,6,2,471.0,15878,190,220,10,Blueste,357553
617,3,929,1904,1919,2010,921.0,536,393,2,1,5,7,2,430.0,11828,370,240,10,Timber,115194
618,6,1366,1991,2001,2006,1314.0,1052,314,2,1,2,5,0,25.0,19173,400,270,90,Crawfor,225004
619,8,1714,1904,1909,2006,1530.0,1280,434,2,0,3,6,2,455.0,11873,300,260,140,StoneBr,310446
620,8,1932,1953,1953,2010,1280.0,1361,571,2,1,3,7,1,252.0,7220,70,70,20,NAmes,267479
621,5,1064,1937,1952,2008,966.0,755,309,2,0,4,8,2,436.0,19039,220,220,70,NoRidge,199706
622,5,1297,1973,1993,2007,913.0,931,366,1,1,4,7,2,503.0,6653,490,250,170,SWISU,151717
623,6,1595,1998,2003,2008,1058.0,1248,347,2,1,3,6,0,45.0,7726,240,130,100,SWISU,227055
624,7,1650,2006,2031,2009,1439.0,1236,414,2,0,3,5,2,412.0,4476,460,230,60,NridgHt,305491
625,7,1587,1904,1924,2009,856.0,1090,497,1,0,4,7,2,401.0,6751,0,150,180,NAmes,204085
626,6,1600,1957,1977,2009,838.0,1119,481,1,0,1,4,2,480.0,4999,450,280,60,ClearCr,224290
627,7,1009,1978,1978,2010,730.0,569,440,1,1,4,7,1,217.0,18087,170,30,10,SWISU,172911
628,8,1835,1995,1995,2006,1326.0,1279,556,2,0,4,7,2,450.0,19706,180,170,50,Timber,319362
629,3,819,1927,1927,2008,776.0,513,306,1,0,2,5,1,223.0,12236,410,130,40,Crawfor,100973
630,6,1033,1889,1904,2007,581.0,563,470,1,0,2,6,3,646.0,10133,50,290,130,Mitchel,167539
631,8,1802,1978,1993,2009,1012.0,1336,466,2,0,3,7,1,260.0,8471,160,260,170,Blmngtn,281381
632,9,2124,1890,1905,2008,1218.0,1387,737,2,1,2,5,2,409.0,11007,450,80,30,CollgCr,321269
633,7,1522,1964,1974,2009,783.0,1207,315,1,1,3,6,3,636.0,14658,440,140,30,Edwards,206788
634,7,1740,2005,2010,2009,932.0,1017,723,2,0,4,7,2,429.0,12608,70,20,120,OldTown,253762
635,4,1422,1943,1958,2007,,916,506,2,0,3,5,2,421.0,13577,410,290,0,MeadowV,148666
636,7,1812,1881,1886,2010,1297.0,1149,663,3,0,2,4,3,638.0,5675,80,260,190,StoneBr,316000
637,7,1877,1955,1955,2006,1655.0,1006,871,2,0,3,5,2,431.0,4359,360,30,40,Sawyer,255511
638,5,1398,2000,2020,2010,1392.0,877,521,1,1,3,5,2,476.0,4462,260,220,20,Crawfor,217398
639,6,1415,1921,1936,2008,1173.0,829,586,2,0,4,6,0,28.0,15116,350,170,180,Crawfor,194063
640,6,1079,1933,1933,2010,566.0,591,488,2,0,2,5,1,263.0,19251,50,130,120,SawyerW,181930
641,2,750,1954,1969,2008,414.0,438,312,1,1,3,5,2,462.0,14357,50,140,60,StoneBr,129547
642,6,1231,1895,1895,2008,1157.0,701,530,2,1,4,7,1,204.0,6710,440,70,90,NAmes,177330
643,5,1684,1897,1897,2006,1286.0,1212,472,2,0,3,7,2,434.0,4409,30,270,20,Somerst,227112
644,6,1364,1969,1969,2007,1244.0,694,670,3,0,3,7,0,46.0,11908,210,90,10,Blmngtn,229119
645,4,1124,1885,1900,2006,1043.0,770,354,2,0,2,4,2,457.0,4905,390,230,60,BrkSide,125970
646,9,1960,1987,2012,2010,1889.0,1427,533,2,1,4,7,2,442.0,17493,260,110,80,NWAmes,321956
647,7,1558,1927,1927,2008,1518.0,1003,555,2,1,3,7,2,481.0,16423,360,200,110,NoRidge,299700
648,8,2039,1921,1921,2009,1585.0,1589,450,2,0,4,6,2,453.0,2320,10,80,90,OldTown,287965
649,8,1575,1955,1980,2009,1056.0,1121,454,2,0,4,8,3,,8755,80,70,180,Somerst,312038
650,7,1588,1956,1981,2008,1557.0,1150,438,2,1,3,6,2,432.0,16441,100,160,120,Blueste,237047
651,4,951,2009,2019,2006,735.0,531,420,2,1,3,7,2,463.0,12517,190,80,90,BrDale,120810
652,7,1285,1938,1963,2007,683.0,942,343,2,1,2,6,3,,5953,420,120,40,NWAmes,224093
653,7,1427,1906,1921,2006,1172.0,1069,358,2,0,3,6,1,265.0,13706,380,290,140,SWISU,219238
654,8,1692,1958,1968,2008,1343.0,1029,663,3,0,4,7,2,483.0,15210,130,130,20,NridgHt,339291
655,7,1464,1951,1951,2008,1387.0,825,639,2,0,3,6,0,41.0,16360,250,40,70,BrDale,198240
656,4,961,1886,1901,2007,794.0,591,370,2,0,3,5,1,277.0,9586,370,80,50,StoneBr,140637
657,6,1118,1990,2010,2010,754.0,807,311,1,1,4,7,3,680.0,17276,290,240,180,Gilbert,184394
658,6,1383,1998,2023,2010,1359.0,864,519,2,0,3,5,2,457.0,19550,350,250,160,IDOTRR,184220
659,7,1249,1942,1942,2007,1125.0,900,349,1,0,3,5,2,447.0,8889,370,250,90,Sawyer,222681
660,7,1702,2003,2003,2010,1387.0,908,794,1,1,3,6,2,405.0,13274,340,150,0,NPkVill,248704
661,6,1416,1891,1891,2009,915.0,1050,366,1,0,3,7,2,449.0,3700,50,180,120,SawyerW,186451
662,10,1708,1922,1947,2010,1173.0,983,725,2,1,5,7,3,666.0,13642,20,230,90,Somerst,349809
663,7,1488,1896,1901,2010,1242.0,855,633,2,0,3,6,2,,18867,0,220,110,BrkSide,210642
664,5,1099,1942,1942,2010,589.0,744,355,2,1,3,6,2,411.0,7551,170,60,10,BrDale,126503
665,4,1163,1999,2004,2009,730.0,605,558,2,0,3,6,2,453.0,5615,220,110,90,Mitchel,158856
666,5,1518,1915,1940,2010,1300.0,770,748,2,1,2,4,3,656.0,7871,310,250,0,Blmngtn,202636
667,5,874,1887,1892,2009,646.0,505,369,2,0,3,7,2,409.0,8087,280,10,0,CollgCr,140886
668,5,1273,1948,1973,2007,892.0,841,432,2,0,3,6,2,,12107,220,170,190,NoRidge,223066
669,5,1217,1969,1969,2006,700.0,939,278,2,1,4,7,2,458.0,16734,350,170,140,NWAmes,162019
670,6,1534,1915,1915,2007,1105.0,1156,378,2,0,4,6,1,289.0,15430,50,150,0,SawyerW,223385
671,5,1292,1907,1907,2006,1143.0,836,456,2,0,3,6,1,235.0,10580,160,280,80,SawyerW,174792
672,9,1699,1997,2012,2007,1073.0,868,831,2,1,3,7,2,512.0,3383,170,100,60,SawyerW,305878
673,4,1036,1972,1972,2006,520.0,684,352,2,1,2,5,3,651.0,6321,300,10,150,MeadowV,120692
674,7,1390,1955,1960,2006,1159.0,988,402,3,0,2,5,2,413.0,5322,50,130,150,BrkSide,235689
675,6,1615,1980,1980,2008,1592.0,971,644,1,0,3,5,2,440.0,9838,330,30,120,BrkSide,227260
676,10,2004,1893,1918,2006,,1068,936,2,0,3,7,2,416.0,19600,430,60,90,OldTown,340799
677,4,1480,1950,1950,2006,828.0,863,617,2,0,3,5,2,444.0,3977,430,10,170,MeadowV,148554
678,6,1387,2003,2003,2008,915.0,1014,373,1,1,3,7,3,664.0,14635,260,200,80,Blueste,210078
679,10,1858,2004,2004,2010,1735.0,1124,734,2,1,4,7,2,458.0,11155,350,130,110,Veenker,385309
680,9,1547,1916,1916,2010,953.0,1150,397,1,0,3,6,1,216.0,11937,470,60,120,NAmes,280468
681,8,1339,1908,1928,2008,1076.0,797,542,2,1,4,7,1,212.0,16832,410,80,100,Crawfor,236189
682,6,1083,1898,1898,2009,759.0,594,489,2,1,3,5,3,662.0,11002,240,70,140,Timber,205825
683,5,1303,1985,1985,2006,786.0,821,482,2,1,3,6,3,669.0,1868,90,80,90,NoRidge,234597
684,8,1801,1900,1905,2006,1632.0,1144,657,2,0,4,7,2,435.0,15098,380,60,90,OldTown,257077
685,9,1533,1943,1968,2008,1335.0,773,760,1,0,3,5,1,173.0,4247,450,180,80,Blmngtn,321400
686,7,1729,1906,1921,2008,1436.0,925,804,2,1,4,8,2,415.0,9062,380,160,20,Mitchel,233776
687,7,1453,1934,1954,2009,898.0,807,646,1,0,2,4,2,479.0,8639,110,250,150,SWISU,185979
688,6,1429,1908,1918,2010,784.0,763,666,2,0,3,6,2,427.0,11510,100,220,110,IDOTRR,151703
689,8,2022,1904,1924,2007,1593.0,1218,804,3,0,3,6,3,639.0,8204,480,120,160,NridgHt,393896
690,5,1429,1949,1974,2010,1110.0,1128,301,2,0,3,5,2,466.0,3387,420,100,140,SawyerW,223307
691,6,1346,1942,1962,2006,799.0,878,468,3,0,4,7,3,640.0,13475,20,210,20,ClearCr,216588
692,6,1221,2009,2034,2008,644.0,840,381,2,1,4,7,2,491.0,17943,210,170,40,ClearCr,205969
693,7,1119,1895,1895,2009,604.0,679,440,3,0,4,7,2,,2044,30,160,120,Sawyer,186311
694,5,1106,1979,1989,2010,1102.0,660,446,2,0,3,6,2,424.0,15055,70,270,50,Edwards,140572
695,4,1057,1909,1909,2009,942.0,535,522,1,1,3,6,2,485.0,19114,130,150,80,Timber,162905
696,7,1352,1924,1924,2010,1299.0,878,474,2,0,3,7,2,451.0,16313,190,90,180,NAmes,234374
697,6,1373,1898,1918,2006,820.0,885,488,1,0,3,6,1,217.0,14833,230,30,60,Gilbert,169866
698,7,1565,1913,1913,2007,1534.0,856,709,1,1,5,8,2,464.0,18442,130,290,120,StoneBr,274488
699,5,1205,1941,1951,2009,688.0,878,327,1,0,2,6,2,441.0,16184,270,30,40,SawyerW,161179
700,7,1419,1997,1997,2009,1070.0,919,500,2,1,3,5,2,415.0,10361,150,210,150,Gilbert,243486
701,7,1583,1979,1984,2007,1448.0,952,631,2,1,3,6,1,252.0,18954,310,100,30,NAmes,237350
702,3,1038,1901,1901,2009,700.0,564,474,2,0,4,7,2,445.0,2550,460,200,40,ClearCr,123592
703,6,1181,1990,1990,2009,841.0,786,395,3,0,4,8,1,199.0,15792,110,240,190,Crawfor,195177
704,5,1532,1952,1952,2010,864.0,1111,421,1,1,3,7,2,418.0,17256,150,70,180,ClearCr,206510
705,3,930,1917,1927,2010,522.0,543,387,3,0,2,6,2,505.0,5522,180,80,50,Timber,133408
706,10,2003,1949,1964,2007,1621.0,1132,871,3,1,3,6,2,,9836,40,150,30,Blueste,353749
707,6,1541,1995,1995,2006,1290.0,1011,530,1,1,3,6,2,490.0,4134,110,90,0,IDOTRR,205577
708,8,1746,1958,1973,2009,1551.0,954,792,2,0,5,8,2,459.0,8788,280,220,160,NPkVill,287804
709,6,1590,1888,1903,2006,1237.0,1112,478,2,0,3,6,2,487.0,10492,40,80,80,NoRidge,253139
710,8,1757,1911,1936,2007,1445.0,1197,560,2,0,3,7,2,466.0,2985,410,20,150,OldTown,272385
711,8,1577,1929,1954,2007,799.0,829,748,2,0,3,5,1,221.0,18556,160,240,10,MeadowV,221220
712,7,1622,1961,1971,2010,942.0,828,794,2,1,3,6,2,468.0,13666,460,10,100,Crawfor,243447
713,7,1321,1884,1899,2009,1311.0,906,415,2,1,4,8,2,421.0,19298,70,80,40,MeadowV,172078
714,6,1421,1966,1971,2008,764.0,835,586,1,1,2,6,2,477.0,5394,390,120,120,SWISU,191456
715,6,1393,2005,2015,2007,1169.0,732,661,2,0,3,5,2,456.0,5346,390,50,190,NoRidge,276364
716,9,1808,1954,1954,2009,1063.0,1315,493,1,1,5,7,3,650.0,15981,290,30,160,Blmngtn,310914
717,9,1824,1901,1921,2006,1565.0,1083,741,2,1,2,5,1,236.0,10886,90,270,140,NPkVill,298698
718,10,1623,1947,1952,2010,1384.0,1035,588,2,1,4,7,2,473.0,19908,190,130,110,NWAmes,318833
719,4,990,1923,1923,2006,,565,425,2,0,3,6,3,645.0,19241,440,270,50,OldTown,102113
720,8,1718,1913,1913,2007,1090.0,1182,536,3,1,3,6,2,392.0,16496,150,280,190,NPkVill,291557
721,10,2031,1956,1956,2007,1680.0,1199,832,2,1,2,6,0,0.0,9548,400,100,120,Crawfor,367696
722,5,1044,1921,1921,2006,725.0,825,219,2,0,3,6,3,611.0,2068,150,10,170,Blmngtn,171755
723,3,1203,1985,1985,2007,718.0,855,348,2,1,3,6,1,273.0,7990,410,280,140,ClearCr,152712
724,8,1526,1974,1979,2009,1321.0,825,701,3,0,3,6,2,475.0,3445,20,250,140,Somerst,278835
725,7,1743,1947,1947,2007,1005.0,1089,654,2,0,3,5,2,459.0,18291,220,20,70,Sawyer,240237
726,9,1935,2007,2027,2010,1795.0,1191,744,1,1,3,6,2,459.0,5728,210,40,180,MeadowV,305593
727,5,1120,1964,1974,2009,848.0,739,381,3,0,3,7,2,493.0,13445,270,240,130,Edwards,158057
728,8,2055,1962,1987,2008,1136.0,1546,509,2,1,4,8,1,260.0,10305,450,60,60,Timber,308991
729,5,1011,1974,1974,2007,856.0,682,329,1,1,2,4,1,269.0,8631,440,100,130,MeadowV,136157
730,5,1433,1911,1916,2007,1088.0,742,691,2,0,3,7,2,449.0,3718,350,110,40,Timber,224960
731,5,1450,1945,1945,2010,941.0,1010,440,2,0,4,7,2,436.0,16475,30,280,140,NoRidge,221852
732,8,1565,1995,1995,2010,1113.0,786,779,2,1,3,6,3,641.0,17109,370,100,140,IDOTRR,257429
